"stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","stake_instructions_key.keys","stake_instructions_key.rt","stake_instructions_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","t_mult","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_mult","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_step1_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"purple_gnome",2,0,"bright_forest","yellow_basket","green_gnome",2,4,"dark_forest","red_basket",0,1,0,0,"","dark_forest","red_basket",109,0,-5,26,3,211,5,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"blue_gnome",4,1,"dark_forest","red_basket","yellow_gnome",4,0,"bright_forest","yellow_basket",0,1,0,0,"","dark_forest","red_basket",109,0,0,26,4,212,3,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,0,"bright_forest","yellow_basket","blue_gnome",4,1,"dark_forest","red_basket",0,1,0,0,"","dark_forest","red_basket",109,-1,0,26,5,213,3,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,"",,,"k",3,"orange_gnome",3,1,"dark_forest","red_basket","brown_gnome",3,1,"bright_forest","yellow_basket",0,0,1,0,"brown_gnome","bright_forest","yellow_basket",109,-4,1,26,6,214,2,1,"",,,0.1586,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"green_gnome",2,2,"dark_forest","red_basket","purple_gnome",2,3,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,2,1,26,7,215,5,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"pink_gnome",1,5,"bright_forest","yellow_basket","red_gnome",1,3,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,2,-6,27,0,216,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,7,"bright_forest","yellow_basket","blue_gnome",4,3,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-2,0,27,1,217,3,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,"",,,"",3,"brown_gnome",3,5,"bright_forest","yellow_basket","orange_gnome",3,3,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,0,0,27,2,218,2,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,3,"dark_forest","red_basket","pink_gnome",1,5,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-1,2,27,3,219,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"purple_gnome",2,4,"bright_forest","yellow_basket","green_gnome",2,5,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-2,-1,27,4,220,1,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"purple_gnome",2,2,"bright_forest","yellow_basket","green_gnome",2,4,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-1,1,27,5,221,1,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"purple_gnome",2,1,"bright_forest","yellow_basket","green_gnome",2,5,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,2,-2,27,6,222,1,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,3,"dark_forest","red_basket","pink_gnome",1,3,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,2,1,27,7,223,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,3,,"",,,"",,,"",3,"orange_gnome",3,4,"dark_forest","red_basket","brown_gnome",3,5,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,2,2,28,0,224,6,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,6,"dark_forest","red_basket","pink_gnome",1,7,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,1,3,28,1,225,4,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,9,"dark_forest","red_basket","pink_gnome",1,8,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-1,-1,28,2,226,4,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"green_gnome",2,8,"dark_forest","red_basket","purple_gnome",2,7,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-2,1,28,3,227,1,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,2,,"",,,"",,,"",2,"purple_gnome",2,5,"bright_forest","yellow_basket","green_gnome",2,9,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,3,0,28,4,228,5,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"pink_gnome",1,8,"bright_forest","yellow_basket","red_gnome",1,9,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,1,-1,28,5,229,4,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"pink_gnome",1,9,"bright_forest","yellow_basket","red_gnome",1,8,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-1,-2,28,6,230,4,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,3,,"",,,"",,,"",3,"brown_gnome",3,8,"bright_forest","yellow_basket","orange_gnome",3,6,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,0,4,28,7,231,2,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"blue_gnome",4,8,"dark_forest","red_basket","yellow_gnome",4,8,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-3,4,29,0,232,7,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"pink_gnome",1,5,"bright_forest","yellow_basket","red_gnome",1,6,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-2,5,29,1,233,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,1,,"",,,"",,,"",1,"red_gnome",1,7,"dark_forest","red_basket","pink_gnome",1,3,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,2,1,29,2,234,0,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,1,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"yellow_gnome",4,5,"bright_forest","yellow_basket","blue_gnome",4,8,"dark_forest","red_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-1,1,29,3,235,3,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",804158,1,"2024-05-15_17h48.06.308","experiment","2023.2.3","Win32",59.88023952,"6565db160aad4f785ea2f3fb","6644d17188cdfdbf31a9366d","02i2joqc5dso","",,,"",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,5,,,,"","","",,,,,,,4,,"",,,"",,,"",4,"blue_gnome",4,9,"dark_forest","red_basket","yellow_gnome",4,4,"bright_forest","yellow_basket",0,1,0,0,"","bright_forest","yellow_basket",109,-2,-1,29,4,236,7,1,"",,,,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
