parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4422,,space,1,blue_gnome,1,8,bright_forest,red_basket,yellow_gnome,1,8,dark_forest,yellow_basket,8,0,0,1,blue_gnome,bright_forest,red_basket,853,-1,3,9,7,79,0,1,0.4393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.5417,,space,3,purple_gnome,3,7,dark_forest,yellow_basket,green_gnome,3,7,bright_forest,red_basket,35,0,0,1,green_gnome,bright_forest,red_basket,888,-1,1,10,0,80,6,1,0.4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5912,,space,4,red_gnome,4,8,dark_forest,yellow_basket,pink_gnome,4,6,bright_forest,red_basket,40,0,0,1,red_gnome,dark_forest,yellow_basket,928,1,2,10,1,81,7,1,0.3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.459,,space,3,purple_gnome,3,8,dark_forest,yellow_basket,green_gnome,3,7,bright_forest,red_basket,35,0,0,1,green_gnome,bright_forest,red_basket,963,0,-2,10,2,82,6,1,0.4007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4184,,space,3,purple_gnome,3,6,dark_forest,yellow_basket,green_gnome,3,7,bright_forest,red_basket,30,0,0,1,purple_gnome,dark_forest,yellow_basket,993,-4,-2,10,3,83,6,1,0.6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.526,,space,3,green_gnome,3,3,bright_forest,red_basket,purple_gnome,3,4,dark_forest,yellow_basket,4,0,0,1,purple_gnome,dark_forest,yellow_basket,997,2,-2,10,4,84,2,1,0.4866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3556,,space,3,purple_gnome,3,2,dark_forest,yellow_basket,green_gnome,3,5,bright_forest,red_basket,2,0,0,1,purple_gnome,dark_forest,yellow_basket,999,-1,1,10,5,85,2,1,0.7255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1303,,space,4,red_gnome,4,3,dark_forest,yellow_basket,pink_gnome,4,4,bright_forest,red_basket,4,0,0,1,pink_gnome,bright_forest,red_basket,1003,0,0,10,6,86,3,1,0.5189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4593,,space,2,orange_gnome,2,3,dark_forest,yellow_basket,brown_gnome,2,4,bright_forest,red_basket,3,0,0,1,orange_gnome,dark_forest,yellow_basket,1006,-2,-1,10,7,87,1,1,0.4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9542,,space,1,yellow_gnome,1,2,dark_forest,yellow_basket,blue_gnome,1,2,bright_forest,red_basket,2,0,0,1,yellow_gnome,dark_forest,yellow_basket,1008,-1,0,11,0,88,0,1,0.5064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4541,,space,4,pink_gnome,4,1,bright_forest,red_basket,red_gnome,4,2,dark_forest,yellow_basket,1,0,0,1,pink_gnome,bright_forest,red_basket,1009,-4,-3,11,1,89,3,1,0.2903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.322,,space,3,green_gnome,3,3,bright_forest,red_basket,purple_gnome,3,1,dark_forest,yellow_basket,3,0,0,1,green_gnome,bright_forest,red_basket,1012,-3,1,11,2,90,2,1,0.4956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5862,,space,1,blue_gnome,1,0,bright_forest,red_basket,yellow_gnome,1,2,dark_forest,yellow_basket,0,0,0,1,blue_gnome,bright_forest,red_basket,1012,-4,3,11,3,91,4,1,0.6339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.1415,,space,4,pink_gnome,4,4,bright_forest,red_basket,red_gnome,4,5,dark_forest,yellow_basket,4,0,0,1,pink_gnome,bright_forest,red_basket,1016,1,-1,11,4,92,3,1,0.9078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4114,,space,4,red_gnome,4,4,dark_forest,yellow_basket,pink_gnome,4,5,bright_forest,red_basket,20,0,0,1,red_gnome,dark_forest,yellow_basket,1036,0,0,11,5,93,7,1,0.3571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3812,,space,4,red_gnome,4,4,dark_forest,yellow_basket,pink_gnome,4,5,bright_forest,red_basket,20,0,0,1,red_gnome,dark_forest,yellow_basket,1056,0,1,11,6,94,7,1,0.8605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4399,,space,4,red_gnome,4,5,dark_forest,yellow_basket,pink_gnome,4,5,bright_forest,red_basket,25,0,0,1,red_gnome,dark_forest,yellow_basket,1081,1,-1,11,7,95,7,1,0.5357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5263,,space,1,yellow_gnome,1,4,dark_forest,yellow_basket,blue_gnome,1,6,bright_forest,red_basket,20,0,0,1,yellow_gnome,dark_forest,yellow_basket,1101,3,-3,12,0,96,4,1,0.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.0699,,space,1,blue_gnome,1,9,bright_forest,red_basket,yellow_gnome,1,1,dark_forest,yellow_basket,9,0,0,1,blue_gnome,bright_forest,red_basket,1110,-1,1,12,1,97,0,1,0.5739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6846,,space,2,orange_gnome,2,2,dark_forest,yellow_basket,brown_gnome,2,8,bright_forest,red_basket,2,0,0,1,orange_gnome,dark_forest,yellow_basket,1112,2,2,12,2,98,1,1,0.9455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.2956,,space,2,orange_gnome,2,4,dark_forest,yellow_basket,brown_gnome,2,8,bright_forest,red_basket,20,0,0,1,orange_gnome,dark_forest,yellow_basket,1132,-1,0,12,3,99,5,1,0.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4708,,space,1,blue_gnome,1,7,bright_forest,red_basket,yellow_gnome,1,4,dark_forest,yellow_basket,7,0,0,1,blue_gnome,bright_forest,red_basket,1139,-1,1,12,4,100,0,1,0.6097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.3137,,space,2,orange_gnome,2,5,dark_forest,yellow_basket,brown_gnome,2,6,bright_forest,red_basket,5,0,0,1,orange_gnome,dark_forest,yellow_basket,1144,2,2,12,5,101,1,1,0.4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4738,,space,3,green_gnome,3,8,bright_forest,red_basket,purple_gnome,3,7,dark_forest,yellow_basket,8,0,0,1,green_gnome,bright_forest,red_basket,1152,1,0,12,6,102,2,1,0.8407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231394,001,2024-11-26_17h42.37.749,experiment,2023.2.3,Win32,59.88023952,66a0deb7187b7c53b60f2143,674595838861194752950d0f,6745ffacf9665303e50d23b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5161,,space,1,yellow_gnome,1,7,dark_forest,yellow_basket,blue_gnome,1,9,bright_forest,red_basket,35,0,0,1,yellow_gnome,dark_forest,yellow_basket,1187,0,0,12,7,103,4,1,0.8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
