"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_step2_keyresp.rt","p_step2_keyresp.duration","p_failStep1_keyresp.keys","p_failStep1_keyresp.rt","p_failStep1_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,149.8602,150.3736,"s",0.4783,,"space","",,,2,"p_orange_gnome",2,4,"p_yellow_forest","p_blue_basket","p_blue_gnome",2,9,"p_green_forest","p_green_basket",4,0,0,1,"p_orange_gnome","p_yellow_forest","p_blue_basket",29,4,0,8,1,1,2,0.5752,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,155.9428,156.4584,"k",0.4467,,"space","",,,2,"p_orange_gnome",2,4,"p_yellow_forest","p_blue_basket","p_blue_gnome",2,9,"p_green_forest","p_green_basket",9,0,0,1,"p_blue_gnome","p_green_forest","p_green_basket",38,4,1,9,1,1,2,0.3561,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"",,"",,,"","","",,,"","",,,,,"","","",,,,,,,,,,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"space",47.687,,209.7148,303.6424,0.679561632,-0.335251736,1,0,0,93.9161,"t_advice_finished_typing_rect","The games consists of harvesting mushrooms. There are gnomes who will lead you to a forest where you can harvest the mushroom. The gnomes appear in pairs of fixed colors. Each gnome in the pair will lead you to a different forest. The goal is to reach the forest that has the most mushrooms, so it is beneficial to remember which color gnome leads to which forest.",0.277994792,-0.138012153,1,0,0,1.6687,"vb_finished_typing_rect","space",23.8143,,"",3,"yellow_gnome",3,4,"dark_forest","yellow_basket","red_gnome",3,9,"bright_forest","red_basket",0,1,0,0,"","","",0,4,0,0,0,0,2,1,,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",3,"red_gnome",3,5,"bright_forest","red_basket","yellow_gnome",3,4,"dark_forest","yellow_basket",4,0,0,1,"yellow_gnome","dark_forest","yellow_basket",4,0,1,0,1,1,2,1,0.9948,,"space",0.454,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"green_gnome",2,5,"bright_forest","red_basket","pink_gnome",2,5,"dark_forest","yellow_basket",5,0,0,1,"green_gnome","bright_forest","red_basket",9,-2,3,0,2,2,1,1,0.7286,,"space",1.1239,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1,"orange_gnome",1,3,"bright_forest","red_basket","brown_gnome",1,8,"dark_forest","yellow_basket",3,0,0,1,"orange_gnome","bright_forest","red_basket",12,4,0,0,3,3,0,1,1.1925,,"space",0.5571,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,8,"dark_forest","yellow_basket",7,0,0,1,"red_gnome","bright_forest","red_basket",19,2,-2,1,0,4,2,1,1.2954,,"space",0.425,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"",3,"yellow_gnome",3,6,"dark_forest","yellow_basket","red_gnome",3,9,"bright_forest","red_basket",0,1,0,0,"","bright_forest","red_basket",19,3,2,1,1,5,2,1,,,"",,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1,"orange_gnome",1,6,"bright_forest","red_basket","brown_gnome",1,8,"dark_forest","yellow_basket",6,0,0,1,"orange_gnome","bright_forest","red_basket",25,2,0,1,2,6,0,1,0.4477,,"space",0.3889,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",2,"green_gnome",2,8,"bright_forest","red_basket","pink_gnome",2,8,"dark_forest","yellow_basket",8,0,0,1,"pink_gnome","dark_forest","yellow_basket",33,-1,-1,1,3,7,1,1,0.8768,,"space",0.5062,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,7,"dark_forest","yellow_basket",7,0,0,1,"yellow_gnome","dark_forest","yellow_basket",40,-1,-1,2,0,8,2,1,0.9111,,"space",0.4225,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"pink_gnome",2,6,"dark_forest","yellow_basket","green_gnome",2,6,"bright_forest","red_basket",6,0,0,1,"pink_gnome","dark_forest","yellow_basket",46,2,-7,2,1,9,1,1,0.793,,"space",0.3048,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,8,"bright_forest","red_basket",8,0,0,1,"blue_gnome","bright_forest","red_basket",54,0,-2,2,2,10,3,1,0.6423,,"space",0.1905,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"green_gnome",2,8,"bright_forest","red_basket","pink_gnome",2,1,"dark_forest","yellow_basket",8,0,0,1,"green_gnome","bright_forest","red_basket",62,2,0,2,3,11,1,1,0.662,,"space",0.4585,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"pink_gnome",2,1,"dark_forest","yellow_basket","green_gnome",2,8,"bright_forest","red_basket",1,0,0,1,"pink_gnome","dark_forest","yellow_basket",63,2,0,3,0,12,1,1,0.5983,,"space",0.3221,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",2,"green_gnome",2,8,"bright_forest","red_basket","pink_gnome",2,1,"dark_forest","yellow_basket",1,0,0,1,"pink_gnome","dark_forest","yellow_basket",64,2,1,3,1,13,1,1,0.7268,,"space",0.356,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",2,"green_gnome",2,8,"bright_forest","red_basket","pink_gnome",2,2,"dark_forest","yellow_basket",8,0,0,1,"green_gnome","bright_forest","red_basket",72,-2,1,3,2,14,1,1,0.7421,,"space",0.3913,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",3,"yellow_gnome",3,3,"dark_forest","yellow_basket","red_gnome",3,6,"bright_forest","red_basket",3,0,0,1,"yellow_gnome","dark_forest","yellow_basket",75,1,-1,3,3,15,2,1,0.7438,,"space",0.3396,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1,"brown_gnome",1,2,"dark_forest","yellow_basket","orange_gnome",1,7,"bright_forest","red_basket",7,0,0,1,"orange_gnome","bright_forest","red_basket",82,3,1,4,0,16,0,1,0.8451,,"space",0.3578,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1,"brown_gnome",1,3,"dark_forest","yellow_basket","orange_gnome",1,8,"bright_forest","red_basket",8,0,0,1,"orange_gnome","bright_forest","red_basket",90,-4,-2,4,1,17,0,1,0.7608,,"space",0.3944,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",3,"red_gnome",3,4,"bright_forest","red_basket","yellow_gnome",3,1,"dark_forest","yellow_basket",4,0,0,1,"red_gnome","bright_forest","red_basket",94,1,-3,4,2,18,2,1,0.6766,,"space",0.3732,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",497371,1,"2024-05-06_13h25.15.127","experiment","2023.2.3","MacIntel",59.99880002,"65c6427c3f3fc3096e2a3cd7","6638ede3ddbc5fcdff14e9cd","66391242f8d53e434747a460","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1,"orange_gnome",1,5,"bright_forest","red_basket","brown_gnome",1,2,"dark_forest","yellow_basket",5,0,0,1,"orange_gnome","bright_forest","red_basket",99,1,1,4,3,19,0,1,0.9622,,"space",0.3933,,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
