stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimUp,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimUp_index,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_fixation_cross.started,pl2_fixation_cross.stopped,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_stimUp,pl2_task_stimLeftBg,pl2_task_stimLeft,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,pl3_instructions_keyresp.keys,pl3_instructions_keyresp.rt,pl3_instructions_keyresp.duration,pl3_task_lickert.response,pl3_task_lickert.rt,pl3_task_keyresp.keys,pl3_task_keyresp.rt,pl3_task_keyresp.duration,pl3_task_confidence_lickert.response,pl3_task_confidence_lickert.rt,pl3_task_stimLeftBg,pl3_task_stimRightBg,pl3_task_stimLeft,pl3_task_stimRight,pl3_loop.thisRepN,pl3_loop.thisTrialN,pl3_loop.thisN,pl3_loop.thisIndex,pl3_loop.ran,pl4_instructions_keyresp.keys,pl4_instructions_keyresp.rt,pl4_instructions_keyresp.duration,pl4_task_lickert.response,pl4_task_lickert.rt,pl4_task_keyresp.keys,pl4_task_keyresp.rt,pl4_task_keyresp.duration,pl4_task_confidence_lickert.response,pl4_task_confidence_lickert.rt,pl4_task_stimLeft,pl4_task_stimRight,pl4_loop.thisRepN,pl4_loop.thisTrialN,pl4_loop.thisN,pl4_loop.thisIndex,pl4_loop.ran,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,k,0.8138,,space,0.4007,,2,brown_gnome,2,6,dark_forest,yellow_basket,red_gnome,2,6,bright_forest,red_basket,6,0,0,1,red_gnome,bright_forest,red_basket,46,-1,0,4,0,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,s,0.7719,,space,0.1526,,2,red_gnome,2,5,bright_forest,red_basket,brown_gnome,2,6,dark_forest,yellow_basket,5,0,0,1,red_gnome,bright_forest,red_basket,51,2,-3,4,1,9,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,0.9681,,space,0.531,,1,purple_gnome,1,7,bright_forest,red_basket,green_gnomes,1,3,dark_forest,yellow_basket,3,0,0,1,green_gnomes,dark_forest,yellow_basket,54,0,0,5,0,10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,s,0.7364,,space,0.0764,,1,green_gnomes,1,3,dark_forest,yellow_basket,purple_gnome,1,7,bright_forest,red_basket,3,0,0,1,green_gnomes,dark_forest,yellow_basket,57,3,6,5,1,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,s,0.9001,,space,0.4196,,1,green_gnomes,1,9,dark_forest,yellow_basket,purple_gnome,1,8,bright_forest,red_basket,9,0,0,1,green_gnomes,dark_forest,yellow_basket,66,-2,2,6,0,12,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,1.0019,,space,0.4195,,1,purple_gnome,1,6,bright_forest,red_basket,green_gnomes,1,7,dark_forest,yellow_basket,7,0,0,1,green_gnomes,dark_forest,yellow_basket,73,-2,-1,6,1,13,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,s,0.9703,,space,0.6021,,2,red_gnome,2,4,bright_forest,red_basket,brown_gnome,2,6,dark_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,red_basket,77,2,-2,7,0,14,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,s,0.9191,,space,0.3517,,2,brown_gnome,2,4,dark_forest,yellow_basket,red_gnome,2,6,bright_forest,red_basket,4,0,0,1,brown_gnome,dark_forest,yellow_basket,81,-2,-2,7,1,15,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,s,0.9585,,space,0.3461,,2,red_gnome,2,4,bright_forest,red_basket,brown_gnome,2,2,dark_forest,yellow_basket,4,0,0,1,red_gnome,bright_forest,red_basket,85,2,2,8,0,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,s,0.8255,,space,0.2134,,2,red_gnome,2,6,bright_forest,red_basket,brown_gnome,2,4,dark_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,red_basket,91,-2,2,8,1,17,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,s,1.0053,,space,0.3162,,1,green_gnomes,1,6,dark_forest,yellow_basket,purple_gnome,1,4,bright_forest,red_basket,6,0,0,1,green_gnomes,dark_forest,yellow_basket,97,0,-1,9,0,18,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,s,0.5939,,,,,1,purple_gnome,1,4,bright_forest,red_basket,green_gnomes,1,5,dark_forest,yellow_basket,0,0,1,0,purple_gnome,bright_forest,red_basket,97,2,1,9,1,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,0.897,,space,0.6439,,1,purple_gnome,1,6,bright_forest,red_basket,green_gnomes,1,6,dark_forest,yellow_basket,6,0,0,1,green_gnomes,dark_forest,yellow_basket,103,-1,-2,10,0,20,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,k,0.5468,,space,0.4683,,2,brown_gnome,2,4,dark_forest,yellow_basket,red_gnome,2,5,bright_forest,red_basket,5,0,0,1,red_gnome,bright_forest,red_basket,108,-1,3,10,1,21,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,0.5887,,space,0.0662,,1,purple_gnome,1,4,bright_forest,red_basket,green_gnomes,1,7,dark_forest,yellow_basket,7,0,0,1,green_gnomes,dark_forest,yellow_basket,115,0,-1,11,0,22,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,0.4638,,space,0.5558,,1,purple_gnome,1,4,bright_forest,red_basket,green_gnomes,1,6,dark_forest,yellow_basket,6,0,0,1,green_gnomes,dark_forest,yellow_basket,121,0,1,11,1,23,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,0.7968,,space,0.4193,,1,purple_gnome,1,4,bright_forest,red_basket,green_gnomes,1,7,dark_forest,yellow_basket,7,0,0,1,green_gnomes,dark_forest,yellow_basket,128,2,2,12,0,24,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,0.7983,,space,0.4402,,1,purple_gnome,1,6,bright_forest,red_basket,green_gnomes,1,9,dark_forest,yellow_basket,9,0,0,1,green_gnomes,dark_forest,yellow_basket,137,-1,4,12,1,25,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,s,0.8163,,space,0.4102,,2,red_gnome,2,5,bright_forest,red_basket,brown_gnome,2,5,dark_forest,yellow_basket,5,0,0,1,red_gnome,bright_forest,red_basket,142,-1,2,13,0,26,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,k,0.7756,,space,0.2667,,2,brown_gnome,2,7,dark_forest,yellow_basket,red_gnome,2,4,bright_forest,red_basket,4,0,0,1,red_gnome,bright_forest,red_basket,146,0,-2,13,1,27,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,k,1.3303,,space,0.2084,,2,red_gnome,2,4,bright_forest,red_basket,brown_gnome,2,5,dark_forest,yellow_basket,5,0,0,1,brown_gnome,dark_forest,yellow_basket,151,4,1,14,0,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,k,0.7517,,space,0.3071,0.0013,2,brown_gnome,2,6,dark_forest,yellow_basket,red_gnome,2,8,bright_forest,red_basket,8,0,0,1,red_gnome,bright_forest,red_basket,159,3,0,14,1,29,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,s,0.8293,,space,0.2095,,1,green_gnomes,1,6,dark_forest,yellow_basket,purple_gnome,1,7,bright_forest,red_basket,6,0,0,1,green_gnomes,dark_forest,yellow_basket,165,-1,0,15,0,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,s,0.8303,,space,0.2875,,2,red_gnome,2,6,bright_forest,red_basket,brown_gnome,2,6,dark_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,red_basket,171,-3,-2,15,1,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,k,0.7783,,space,0.2588,,2,brown_gnome,2,4,dark_forest,yellow_basket,red_gnome,2,3,bright_forest,red_basket,3,0,0,1,red_gnome,bright_forest,red_basket,174,1,-4,16,0,32,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,k,0.6402,,,,,2,brown_gnome,2,0,dark_forest,yellow_basket,red_gnome,2,4,bright_forest,red_basket,0,0,1,0,red_gnome,bright_forest,red_basket,174,-1,1,16,1,33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,065032,001,2023-12-13_14h22.30.936,experiment,2023.2.3,Win32,26.38522427,5c413c73bc9c0c00014ed033,6579b85d2a6bec85e2ed9654,6579bce2b6899caebe717fb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,k,0.6854,,space,0.4088,,1,purple_gnome,1,3,bright_forest,red_basket,green_gnomes,1,1,dark_forest,yellow_basket,1,0,0,1,green_gnomes,dark_forest,yellow_basket,175,3,0,17,0,34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
