parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.846,,space,3,yellow_gnome,3,4,dark_forest,red_basket,purple_gnome,3,3,bright_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,yellow_basket,1626,1,-1,12,1,97,2,1,0.5105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8821,,space,1,red_gnome,1,4,bright_forest,yellow_basket,orange_gnome,1,3,dark_forest,red_basket,15,0,0,1,orange_gnome,dark_forest,red_basket,1641,-1,0,12,2,98,4,1,0.4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7195,,space,4,green_gnome,4,3,dark_forest,red_basket,brown_gnome,4,3,bright_forest,yellow_basket,3,0,0,1,brown_gnome,bright_forest,yellow_basket,1644,1,3,12,3,99,3,1,0.5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4593,,space,4,brown_gnome,4,4,bright_forest,yellow_basket,green_gnome,4,6,dark_forest,red_basket,6,0,0,1,green_gnome,dark_forest,red_basket,1650,-4,0,12,4,100,3,1,0.3797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4125,,space,3,yellow_gnome,3,6,dark_forest,red_basket,purple_gnome,3,0,bright_forest,yellow_basket,30,0,0,1,yellow_gnome,dark_forest,red_basket,1680,1,-3,12,5,101,6,1,0.3525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.4453,,space,4,green_gnome,4,3,dark_forest,red_basket,brown_gnome,4,1,bright_forest,yellow_basket,1,0,0,1,brown_gnome,bright_forest,yellow_basket,1681,-6,1,12,6,102,3,1,0.7109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6252,,space,2,pink_gnome,2,4,dark_forest,red_basket,blue_gnome,2,5,bright_forest,yellow_basket,20,0,0,1,pink_gnome,dark_forest,red_basket,1701,1,-3,12,7,103,5,1,0.3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5355,,space,3,yellow_gnome,3,1,dark_forest,red_basket,purple_gnome,3,6,bright_forest,yellow_basket,5,0,0,1,yellow_gnome,dark_forest,red_basket,1706,1,1,13,0,104,6,1,0.3427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6557,,space,4,green_gnome,4,2,dark_forest,red_basket,brown_gnome,4,7,bright_forest,yellow_basket,7,0,0,1,brown_gnome,bright_forest,yellow_basket,1713,1,1,13,1,105,3,1,0.7789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.2437,,space,2,blue_gnome,2,8,bright_forest,yellow_basket,pink_gnome,2,3,dark_forest,red_basket,8,0,0,1,blue_gnome,bright_forest,yellow_basket,1721,-2,2,13,2,106,1,1,0.9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9829,,space,1,red_gnome,1,6,bright_forest,yellow_basket,orange_gnome,1,5,dark_forest,red_basket,6,0,0,1,red_gnome,bright_forest,yellow_basket,1727,-1,-1,13,3,107,0,1,0.5467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8086,,space,4,green_gnome,4,4,dark_forest,red_basket,brown_gnome,4,5,bright_forest,yellow_basket,4,0,0,1,green_gnome,dark_forest,red_basket,1731,-3,-3,13,4,108,3,1,0.5847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.1924,,space,1,red_gnome,1,2,bright_forest,yellow_basket,orange_gnome,1,1,dark_forest,red_basket,10,0,0,1,red_gnome,bright_forest,yellow_basket,1741,0,-4,13,5,109,4,1,0.4842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7899,,space,4,green_gnome,4,3,dark_forest,red_basket,brown_gnome,4,2,bright_forest,yellow_basket,2,0,0,1,brown_gnome,bright_forest,yellow_basket,1743,1,1,13,6,110,3,1,0.5101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6278,,space,3,yellow_gnome,3,4,dark_forest,red_basket,purple_gnome,3,3,bright_forest,yellow_basket,3,0,0,1,purple_gnome,bright_forest,yellow_basket,1746,-2,1,13,7,111,2,1,0.4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5489,,space,2,pink_gnome,2,5,dark_forest,red_basket,blue_gnome,2,1,bright_forest,yellow_basket,25,0,0,1,pink_gnome,dark_forest,red_basket,1771,1,1,14,0,112,5,1,0.3784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6908,,space,1,red_gnome,1,2,bright_forest,yellow_basket,orange_gnome,1,6,dark_forest,red_basket,2,0,0,1,red_gnome,bright_forest,yellow_basket,1773,-4,0,14,1,113,0,1,0.4869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.5778,,space,3,purple_gnome,3,2,bright_forest,yellow_basket,yellow_gnome,3,6,dark_forest,red_basket,2,0,0,1,purple_gnome,bright_forest,yellow_basket,1775,0,-1,14,2,114,2,1,0.4996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.46,,space,2,blue_gnome,2,2,bright_forest,yellow_basket,pink_gnome,2,5,dark_forest,red_basket,5,0,0,1,pink_gnome,dark_forest,red_basket,1780,-1,0,14,3,115,1,1,0.3511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4866,,space,1,orange_gnome,1,5,dark_forest,red_basket,red_gnome,1,1,bright_forest,yellow_basket,25,0,0,1,orange_gnome,dark_forest,red_basket,1805,-1,2,14,4,116,4,1,0.4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7171,,space,3,purple_gnome,3,0,bright_forest,yellow_basket,yellow_gnome,3,7,dark_forest,red_basket,0,0,0,1,purple_gnome,bright_forest,yellow_basket,1805,-2,2,14,5,117,6,1,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.69,,space,2,blue_gnome,2,2,bright_forest,yellow_basket,pink_gnome,2,9,dark_forest,red_basket,10,0,0,1,blue_gnome,bright_forest,yellow_basket,1815,1,1,14,6,118,5,1,0.568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.722,,space,4,brown_gnome,4,3,bright_forest,yellow_basket,green_gnome,4,8,dark_forest,red_basket,3,0,0,1,brown_gnome,bright_forest,yellow_basket,1818,0,0,14,7,119,3,1,0.5227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6738,,space,1,red_gnome,1,3,bright_forest,yellow_basket,orange_gnome,1,8,dark_forest,red_basket,8,0,0,1,orange_gnome,dark_forest,red_basket,1826,0,1,15,0,120,0,1,0.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176478,001,2024-11-25_17h33.29.894,experiment,2023.2.3,Win32,60.24096386,6740f926c212c5979b428f1e,67446fa89e86ac01e4128331,6744b4a33bd8711b572165ad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.4779,,space,4,brown_gnome,4,3,bright_forest,yellow_basket,green_gnome,4,9,dark_forest,red_basket,3,0,0,1,brown_gnome,bright_forest,yellow_basket,1829,-1,1,15,1,121,3,1,0.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
