parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step2_keyresp.rt,p_step2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step2_keyresp.keys,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.847,,space,0.285,,4,green_gnome,4,3,dark_forest,red_basket,brown_gnome,4,1,bright_forest,yellow_basket,5,0,0,1,brown_gnome,bright_forest,yellow_basket,1256,2,-2,10,6,86,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.151,,space,0.33,,2,blue_gnome,2,3,bright_forest,yellow_basket,pink_gnome,2,1,dark_forest,red_basket,1,0,0,1,pink_gnome,dark_forest,red_basket,1257,0,-3,10,7,87,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.065,,space,0.296,,1,orange_gnome,1,2,dark_forest,red_basket,red_gnome,1,3,bright_forest,yellow_basket,10,0,0,1,orange_gnome,dark_forest,red_basket,1267,3,-5,11,0,88,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.032,,space,0.334,,2,pink_gnome,2,3,dark_forest,red_basket,blue_gnome,2,6,bright_forest,yellow_basket,3,0,0,1,pink_gnome,dark_forest,red_basket,1270,1,1,11,1,89,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.047,,space,0.552,,1,red_gnome,1,7,bright_forest,yellow_basket,orange_gnome,1,4,dark_forest,red_basket,4,0,0,1,orange_gnome,dark_forest,red_basket,1274,0,1,11,2,90,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.763,,space,0.288,,2,blue_gnome,2,7,bright_forest,yellow_basket,pink_gnome,2,5,dark_forest,red_basket,35,0,0,1,blue_gnome,bright_forest,yellow_basket,1309,1,3,11,3,91,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.042,,space,0.337,,2,blue_gnome,2,8,bright_forest,yellow_basket,pink_gnome,2,8,dark_forest,red_basket,8,0,0,1,blue_gnome,bright_forest,yellow_basket,1317,1,3,11,4,92,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.231,,space,0.361,,2,pink_gnome,2,7,dark_forest,red_basket,blue_gnome,2,9,bright_forest,yellow_basket,45,0,0,1,blue_gnome,bright_forest,yellow_basket,1362,0,1,11,5,93,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.181,,space,0.665,,4,brown_gnome,4,9,bright_forest,yellow_basket,green_gnome,4,8,dark_forest,red_basket,9,0,0,1,brown_gnome,bright_forest,yellow_basket,1371,-3,0,11,6,94,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.998,,space,0.303,,2,pink_gnome,2,8,dark_forest,red_basket,blue_gnome,2,6,bright_forest,yellow_basket,6,0,0,1,blue_gnome,bright_forest,yellow_basket,1377,-1,1,11,7,95,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.833,,space,0.566,,4,brown_gnome,4,5,bright_forest,yellow_basket,green_gnome,4,9,dark_forest,red_basket,25,0,0,1,brown_gnome,bright_forest,yellow_basket,1402,1,2,12,0,96,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.801,,space,0.282,,1,orange_gnome,1,7,dark_forest,red_basket,red_gnome,1,6,bright_forest,yellow_basket,7,0,0,1,orange_gnome,dark_forest,red_basket,1409,0,-4,12,1,97,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.681,,space,0.283,,2,blue_gnome,2,6,bright_forest,yellow_basket,pink_gnome,2,3,dark_forest,red_basket,6,0,0,1,blue_gnome,bright_forest,yellow_basket,1415,1,3,12,2,98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.584,,space,0.318,,1,red_gnome,1,7,bright_forest,yellow_basket,orange_gnome,1,6,dark_forest,red_basket,30,0,0,1,orange_gnome,dark_forest,red_basket,1445,-2,-3,12,3,99,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.414,,space,0.438,,3,yellow_gnome,3,3,dark_forest,red_basket,purple_gnome,3,5,bright_forest,yellow_basket,3,0,0,1,yellow_gnome,dark_forest,red_basket,1448,3,-3,12,4,100,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.832,,space,0.343,,2,blue_gnome,2,8,bright_forest,yellow_basket,pink_gnome,2,0,dark_forest,red_basket,8,0,0,1,blue_gnome,bright_forest,yellow_basket,1456,3,1,12,5,101,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.728,,space,0.317,,2,pink_gnome,2,1,dark_forest,red_basket,blue_gnome,2,7,bright_forest,yellow_basket,35,0,0,1,blue_gnome,bright_forest,yellow_basket,1491,3,-2,12,6,102,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.288,,space,0.33,,3,yellow_gnome,3,1,dark_forest,red_basket,purple_gnome,3,8,bright_forest,yellow_basket,8,0,0,1,purple_gnome,bright_forest,yellow_basket,1499,-2,0,12,7,103,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.895,,space,0.346,,4,green_gnome,4,1,dark_forest,red_basket,brown_gnome,4,6,bright_forest,yellow_basket,30,0,0,1,brown_gnome,bright_forest,yellow_basket,1529,-1,0,13,0,104,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.683,,space,0.336,,2,blue_gnome,2,5,bright_forest,yellow_basket,pink_gnome,2,1,dark_forest,red_basket,5,0,0,1,blue_gnome,bright_forest,yellow_basket,1534,-1,-2,13,1,105,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.846,,space,0.218,,4,brown_gnome,4,4,bright_forest,yellow_basket,green_gnome,4,1,dark_forest,red_basket,20,0,0,1,brown_gnome,bright_forest,yellow_basket,1554,1,-2,13,2,106,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.574,,space,0.417,,4,green_gnome,4,1,dark_forest,red_basket,brown_gnome,4,5,bright_forest,yellow_basket,25,0,0,1,brown_gnome,bright_forest,yellow_basket,1579,-1,0,13,3,107,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.432,,space,0.349,,3,yellow_gnome,3,1,dark_forest,red_basket,purple_gnome,3,4,bright_forest,yellow_basket,20,0,0,1,purple_gnome,bright_forest,yellow_basket,1599,-3,-1,13,4,108,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,086186,001,2024-11-06_18h26.01.053,experiment,2023.2.3,MacIntel,61.95786865,66a90c2263a2823be078178e,672b928d7ee8c8ad18e9ad28,672ba823a5db15cfcb3a51ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.567,,space,0.118,,1,red_gnome,1,1,bright_forest,yellow_basket,orange_gnome,1,0,dark_forest,red_basket,0,0,0,1,orange_gnome,dark_forest,red_basket,1599,-4,-1,13,5,109,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
