"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_step2_keyresp.rt","p_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6061,,"space",0.2903,,2,"pink_gnome",2,4,"dark_forest","yellow_basket","green_gnome",2,4,"bright_forest","red_basket",4,0,0,1,"pink_gnome","dark_forest","yellow_basket",1230,2,-2,54,0,216,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.8324,,"space",0.391,,1,"orange_gnome",1,6,"bright_forest","red_basket","brown_gnome",1,2,"dark_forest","yellow_basket",6,0,0,1,"orange_gnome","bright_forest","red_basket",1236,-1,3,54,1,217,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.0515,,"space",0.329,,3,"red_gnome",3,5,"bright_forest","red_basket","yellow_gnome",3,5,"dark_forest","yellow_basket",5,0,0,1,"red_gnome","bright_forest","red_basket",1241,-2,2,54,2,218,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.5731,,"space",0.373,,3,"red_gnome",3,3,"bright_forest","red_basket","yellow_gnome",3,7,"dark_forest","yellow_basket",3,0,0,1,"red_gnome","bright_forest","red_basket",1244,0,0,54,3,219,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6224,,"space",0.2706,,2,"pink_gnome",2,7,"dark_forest","yellow_basket","green_gnome",2,3,"bright_forest","red_basket",7,0,0,1,"pink_gnome","dark_forest","yellow_basket",1251,-2,0,55,0,220,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.0291,,"space",0.2729,,3,"red_gnome",3,1,"bright_forest","red_basket","yellow_gnome",3,7,"dark_forest","yellow_basket",7,0,0,1,"yellow_gnome","dark_forest","yellow_basket",1258,3,1,55,1,221,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.723,,"space",0.3182,,2,"pink_gnome",2,8,"dark_forest","yellow_basket","green_gnome",2,4,"bright_forest","red_basket",8,0,0,1,"pink_gnome","dark_forest","yellow_basket",1266,-1,4,55,2,222,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.2279,,"space",0.303,,3,"red_gnome",3,3,"bright_forest","red_basket","yellow_gnome",3,6,"dark_forest","yellow_basket",3,0,0,1,"red_gnome","bright_forest","red_basket",1269,1,-6,55,3,223,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6736,,"space",0.2417,,4,"blue_gnome",4,4,"bright_forest","red_basket","purple_gnome",4,0,"dark_forest","yellow_basket",0,0,0,1,"purple_gnome","dark_forest","yellow_basket",1269,3,1,56,0,224,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.89,,"space",0.3399,,2,"green_gnome",2,7,"bright_forest","red_basket","pink_gnome",2,1,"dark_forest","yellow_basket",7,0,0,1,"green_gnome","bright_forest","red_basket",1276,4,-6,56,1,225,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.3478,,"space",0.3742,,3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,5,"dark_forest","yellow_basket",7,0,0,1,"red_gnome","bright_forest","red_basket",1283,1,0,56,2,226,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.7236,,"space",0.1345,,4,"blue_gnome",4,8,"bright_forest","red_basket","purple_gnome",4,5,"dark_forest","yellow_basket",5,0,0,1,"purple_gnome","dark_forest","yellow_basket",1288,1,1,56,3,227,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.8911,,"space",0.3718,,2,"pink_gnome",2,6,"dark_forest","yellow_basket","green_gnome",2,9,"bright_forest","red_basket",9,0,0,1,"green_gnome","bright_forest","red_basket",1297,2,1,57,0,228,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.1411,,"space",0.33,,3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,7,"dark_forest","yellow_basket",7,0,0,1,"yellow_gnome","dark_forest","yellow_basket",1304,1,-2,57,1,229,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6913,,"space",0.2366,,3,"yellow_gnome",3,5,"dark_forest","yellow_basket","red_gnome",3,8,"bright_forest","red_basket",8,0,0,1,"red_gnome","bright_forest","red_basket",1312,-1,1,57,2,230,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",1.1301,,"space",0.2751,,3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,6,"dark_forest","yellow_basket",6,0,0,1,"yellow_gnome","dark_forest","yellow_basket",1318,1,-1,57,3,231,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",1.1899,,"space",0.3558,,3,"red_gnome",3,8,"bright_forest","red_basket","yellow_gnome",3,5,"dark_forest","yellow_basket",8,0,0,1,"red_gnome","bright_forest","red_basket",1326,0,0,58,0,232,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.9898,,"",,,2,"pink_gnome",2,5,"dark_forest","yellow_basket","green_gnome",2,8,"bright_forest","red_basket",0,0,1,0,"green_gnome","bright_forest","red_basket",1326,2,-1,58,1,233,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.9124,,"space",0.4105,,4,"purple_gnome",4,4,"dark_forest","yellow_basket","blue_gnome",4,8,"bright_forest","red_basket",8,0,0,1,"blue_gnome","bright_forest","red_basket",1334,-1,0,58,2,234,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.8755,,"space",0.2339,,1,"orange_gnome",1,7,"bright_forest","red_basket","brown_gnome",1,4,"dark_forest","yellow_basket",4,0,0,1,"brown_gnome","dark_forest","yellow_basket",1338,-3,-2,58,3,235,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.7662,,"space",0.336,,1,"orange_gnome",1,4,"bright_forest","red_basket","brown_gnome",1,2,"dark_forest","yellow_basket",4,0,0,1,"orange_gnome","bright_forest","red_basket",1342,-1,3,59,0,236,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.877,,"space",0.4511,,1,"brown_gnome",1,5,"dark_forest","yellow_basket","orange_gnome",1,3,"bright_forest","red_basket",5,0,0,1,"brown_gnome","dark_forest","yellow_basket",1347,-2,-3,59,1,237,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",443052,1,"2024-05-06_18h43.54.518","experiment","2023.2.3","Win32",60.60606061,"5c4fe78f8ac59200014cf239","6638ede3ddbc5fcdff14e9cd","663916c6e0f2ff7b9f4911cb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.4946,,"space",0.3044,,2,"pink_gnome",2,2,"dark_forest","yellow_basket","green_gnome",2,1,"bright_forest","red_basket",2,0,0,1,"pink_gnome","dark_forest","yellow_basket",1349,0,5,59,2,238,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
